game;discipline;medal;athlete
1932 Summer;Athletics Women's 4 x 100 metres Relay;Silver;Mary Frizzell (-Thomasson)
1932 Summer;Athletics Women's 4 x 100 metres Relay;Silver;Lillian Emily Palmer (-Alderson)
1932 Summer;Athletics Women's 4 x 100 metres Relay;Silver;Hilda Gwendolyn Strike (-Sisson)
1932 Summer;Athletics Women's 4 x 100 metres Relay;Gold;Mary Louise Carew (-Armstrong)
1932 Summer;Athletics Women's 4 x 100 metres Relay;Gold;Evelyn Pearl Furtsch (-Ojeda)
1932 Summer;Athletics Women's 4 x 100 metres Relay;Gold;Annette Joan Rogers (-Kelly)
1932 Summer;Athletics Women's 4 x 100 metres Relay;Gold;"Wilhelmina Catherine ""Billie"" von Bremen (-Asch)"
1932 Summer;Athletics Women's 80 metres Hurdles;Bronze;Marjorie Rees Clark (-Smith)
1932 Summer;Athletics Women's 80 metres Hurdles;Silver;Evelyne Ruth Hall (Davidson-, -Adams, -Butler)
1932 Summer;Athletics Women's 80 metres Hurdles;Gold;"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)"
1932 Summer;Athletics Women's Discus Throw;Bronze;Jadwiga Wajs-Marcinkiewicz (-Grtkiewicz)
1932 Summer;Athletics Women's Discus Throw;Silver;Ruth Irene Osburn
1932 Summer;Athletics Women's Discus Throw;Gold;Lillian Copeland (Drossin-)
1932 Summer;Athletics Women's High Jump;Bronze;Eva Dawes (-Spinks)
1932 Summer;Athletics Women's High Jump;Silver;"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)"
1932 Summer;Athletics Women's High Jump;Gold;Jean Marie Shiley (-Newhouse)
1932 Summer;Athletics Women's Javelin Throw;Bronze;"Othilie ""Tilly"" Fleischer (-Heuser, -Grote)"
1932 Summer;Athletics Women's Javelin Throw;Silver;Ellen Braumller (-Hassauer)
1932 Summer;Athletics Women's Javelin Throw;Gold;"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)"
1932 Summer;Boxing Men's Bantamweight;Bronze;Jos Luis Villanueva
1932 Summer;Boxing Men's Bantamweight;Silver;Hans Ziglarski
1932 Summer;Boxing Men's Bantamweight;Gold;"Horace ""Lefty"" Gwynne"
1932 Summer;Boxing Men's Featherweight;Bronze;Carl Allan Carlsson (-Ekebck)
1932 Summer;Boxing Men's Featherweight;Silver;Josef Schleinkofer
1932 Summer;Boxing Men's Featherweight;Gold;Carmelo Ambrosio Robledo
1932 Summer;Boxing Men's Flyweight;Bronze;"Louis ""Lou"" Salica"
1932 Summer;Boxing Men's Flyweight;Silver;Francisco Cabaas Pardo
1932 Summer;Boxing Men's Flyweight;Gold;Istvn nekes
1932 Summer;Boxing Men's Heavyweight;Bronze;Fred Frank Feary
1932 Summer;Boxing Men's Heavyweight;Silver;Luigi Rovati
1932 Summer;Boxing Men's Heavyweight;Gold;Santiago Alberto Lovell Birnes
1932 Summer;Boxing Men's Light-Heavyweight;Bronze;Peter Oscar Jrgensen
1932 Summer;Boxing Men's Light-Heavyweight;Silver;Gino Rossi
1932 Summer;Boxing Men's Light-Heavyweight;Gold;"David Krynauw Enslin ""Dave"" Carstens"
1932 Summer;Boxing Men's Lightweight;Bronze;"Nathan ""Nat"" Bor"
1932 Summer;Boxing Men's Lightweight;Silver;Thure Johan Ahlqvist
1932 Summer;Boxing Men's Lightweight;Gold;"Lawrence ""Laurie"" Stevens"
1932 Summer;Boxing Men's Middleweight;Bronze;"Ernest ""Eddie"" Peirce"
1932 Summer;Boxing Men's Middleweight;Silver;Amado Azar
1932 Summer;Boxing Men's Middleweight;Gold;"Carmine R. ""Carmen"" Barth (DiBartolomeo-)"
1932 Summer;Boxing Men's Welterweight;Bronze;Bruno Valfrid Ahlberg
1932 Summer;Boxing Men's Welterweight;Silver;Erich Campe
1932 Summer;Boxing Men's Welterweight;Gold;"Edward Loring ""Eddie"" Flynn"
1932 Summer;Cycling Men's 1,000 metres Time Trial;Bronze;Charles Rampelberg
1932 Summer;Cycling Men's 1,000 metres Time Trial;Silver;"Jacobus Johannes ""Jacques"" van Egmond"
1932 Summer;Cycling Men's 1,000 metres Time Trial;Gold;"Edgar Laurence ""Dunc"" Gray"
1932 Summer;Cycling Men's Road Race, Individual;Bronze;Bernhard Rudolf Britz
1932 Summer;Cycling Men's Road Race, Individual;Silver;Guglielmo Segato
1932 Summer;Cycling Men's Road Race, Individual;Gold;Attilio Pavesi
1932 Summer;Cycling Men's Road Race, Team;Bronze;Axel Arne Berg
1932 Summer;Cycling Men's Road Race, Team;Bronze;Bernhard Rudolf Britz
1932 Summer;Cycling Men's Road Race, Team;Bronze;Sven Gustaf Alvar Hglund
1932 Summer;Cycling Men's Road Race, Team;Silver;Henry Peter Christian Hansen
1932 Summer;Cycling Men's Road Race, Team;Silver;Carl Leo Holger Nielsen
1932 Summer;Cycling Men's Road Race, Team;Silver;Frode Otto Srensen
1932 Summer;Cycling Men's Road Race, Team;Gold;Giuseppe Olmo
1932 Summer;Cycling Men's Road Race, Team;Gold;Attilio Pavesi
1932 Summer;Cycling Men's Road Race, Team;Gold;Guglielmo Segato
1932 Summer;Cycling Men's Sprint;Bronze;Bruno Pellizzari
1932 Summer;Cycling Men's Sprint;Silver;Louis Chaillot
1932 Summer;Cycling Men's Sprint;Gold;"Jacobus Johannes ""Jacques"" van Egmond"
1932 Summer;Cycling Men's Tandem Sprint, 2,000 metres;Bronze;Harald Christensen
1932 Summer;Cycling Men's Tandem Sprint, 2,000 metres;Bronze;Willy Viggo Gervin
1932 Summer;Cycling Men's Tandem Sprint, 2,000 metres;Silver;Ernest Henry Chambers
1932 Summer;Cycling Men's Tandem Sprint, 2,000 metres;Silver;Stanley Chambers
1932 Summer;Cycling Men's Tandem Sprint, 2,000 metres;Gold;Louis Chaillot
1932 Summer;Cycling Men's Tandem Sprint, 2,000 metres;Gold;Maurice Perrin
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Bronze;William Gladstone Harvell
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Bronze;Charles Alfred Holland
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Bronze;Ernest Alfred Johnson
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Bronze;William Frank Southall
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Silver;Paul Chocque
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Silver;Amde Fournier
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Silver;Ren Jean Le Grevs
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Silver;Henri Louis Dsir Mouillefarine
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Gold;Nino Borsari
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Gold;Marco Cimatti
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Gold;Alberto Ghilardi
1932 Summer;Cycling Men's Team Pursuit, 4,000 metres;Gold;Mario Paolo Pedretti
1932 Summer;Diving Men's Platform;Bronze;Frank Allen Kurtz
1932 Summer;Diving Men's Platform;Silver;"Michael Riley ""Mickey"" Galitzen"
1932 Summer;Diving Men's Platform;Gold;Edwin Harold Smith
1932 Summer;Diving Men's Springboard;Bronze;"Richard Kempster ""Dick"" Degener"
1932 Summer;Diving Men's Springboard;Silver;Edwin Harold Smith
1932 Summer;Diving Men's Springboard;Gold;"Michael Riley ""Mickey"" Galitzen"
1932 Summer;Diving Women's Platform;Bronze;Marion Charlotte Roper (Dale-)
1932 Summer;Diving Women's Platform;Silver;Georgia V. Coleman (-Gilson)
1932 Summer;Diving Women's Platform;Gold;Dorothy Poynton-Hill (-Teuber)
1932 Summer;Diving Women's Springboard;Bronze;Jane Fauntz (-Manske)
1932 Summer;Diving Women's Springboard;Silver;Katherine Louise Rawls (-Thompson, -Green)
1932 Summer;Diving Women's Springboard;Gold;Georgia V. Coleman (-Gilson)
1932 Summer;Equestrianism Men's Dressage, Individual;Bronze;Hiram Edwin Tuttle
1932 Summer;Equestrianism Men's Dressage, Individual;Silver;Charles Lonce Pierre Marion
1932 Summer;Equestrianism Men's Dressage, Individual;Gold;Franois Xavier Edmond Marie Lesage
1932 Summer;Equestrianism Men's Dressage, Team;Bronze;Isaac Leonard Kitts
1932 Summer;Equestrianism Men's Dressage, Team;Bronze;Alvin Hovy Moore
1932 Summer;Equestrianism Men's Dressage, Team;Bronze;Hiram Edwin Tuttle
1932 Summer;Equestrianism Men's Dressage, Team;Silver;Gustaf Adolf Boltenstern, Jr.
1932 Summer;Equestrianism Men's Dressage, Team;Silver;Thomas Karl Elof Bystrm
1932 Summer;Equestrianism Men's Dressage, Team;Silver;Karl Bertil Sandstrm
1932 Summer;Equestrianism Men's Dressage, Team;Gold;Andr Ren Jousseaum
1932 Summer;Equestrianism Men's Dressage, Team;Gold;Franois Xavier Edmond Marie Lesage
1932 Summer;Equestrianism Men's Dressage, Team;Gold;Charles Lonce Pierre Marion
1932 Summer;Equestrianism Men's Jumping, Individual;Bronze;Clarence von Rosen, Jr.
1932 Summer;Equestrianism Men's Jumping, Individual;Silver;Harry Dwight Chamberlin
1932 Summer;Equestrianism Men's Jumping, Individual;Gold;Takeichi Nishi
1932 Summer;Equestrianism Men's Three-Day Event, Individual;Bronze;Clarence von Rosen, Jr.
1932 Summer;Equestrianism Men's Three-Day Event, Individual;Silver;Earl Foster Thomson
1932 Summer;Equestrianism Men's Three-Day Event, Individual;Gold;Charles Ferdinand Pahud de Mortanges
1932 Summer;Equestrianism Men's Three-Day Event, Team;Silver;Charles Ferdinand Pahud de Mortanges
1932 Summer;Equestrianism Men's Three-Day Event, Team;Silver;Karel Johan Schummelketel
1932 Summer;Equestrianism Men's Three-Day Event, Team;Silver;Aernout van Lennep
1932 Summer;Equestrianism Men's Three-Day Event, Team;Gold;"Edwin Yancey ""Eddie"" Argo"
1932 Summer;Equestrianism Men's Three-Day Event, Team;Gold;Harry Dwight Chamberlin
1932 Summer;Equestrianism Men's Three-Day Event, Team;Gold;Earl Foster Thomson
1932 Summer;Fencing Men's epee, Individual;Bronze;Carlo Agostoni Faini
1932 Summer;Fencing Men's epee, Individual;Silver;"Georges Eugne William ""Go"" Buchard"
1932 Summer;Fencing Men's epee, Individual;Gold;Giancarlo Cornaggia-Medici Peterbelli
1932 Summer;Fencing Men's epee, Team;Bronze;George Charles Calnan
1932 Summer;Fencing Men's epee, Team;Bronze;Miguel Angel de Capriles
1932 Summer;Fencing Men's epee, Team;Bronze;Gustave Marinius Heiss
1932 Summer;Fencing Men's epee, Team;Bronze;Tracy Jaeckel
1932 Summer;Fencing Men's epee, Team;Bronze;Frank Stahl Righeimer, Jr.
1932 Summer;Fencing Men's epee, Team;Bronze;Curtis Charles Shears
1932 Summer;Fencing Men's epee, Team;Silver;Carlo Agostoni Faini
1932 Summer;Fencing Men's epee, Team;Silver;Giancarlo Cornaggia-Medici Peterbelli
1932 Summer;Fencing Men's epee, Team;Silver;Renzo Minoli
1932 Summer;Fencing Men's epee, Team;Silver;Saverio Ragno
1932 Summer;Fencing Men's epee, Team;Silver;Franco Riccardi
1932 Summer;Fencing Men's epee, Team;Gold;"Georges Eugne William ""Go"" Buchard"
1932 Summer;Fencing Men's epee, Team;Gold;Philippe Louis Eugne Cattiau
1932 Summer;Fencing Men's epee, Team;Gold;Fernand Jourdant
1932 Summer;Fencing Men's epee, Team;Gold;Jean Piot
1932 Summer;Fencing Men's epee, Team;Gold;Bernard Jules Robert Schmetz
1932 Summer;Fencing Men's epee, Team;Gold;Georges Charles Armand Tainturier
1932 Summer;Fencing Men's Foil, Individual;Bronze;Giulio Gaudini
1932 Summer;Fencing Men's Foil, Individual;Silver;"Joseph Louis ""Joe"" Levis"
1932 Summer;Fencing Men's Foil, Individual;Gold;Gustavo Marzi
1932 Summer;Fencing Men's Foil, Team;Bronze;Hugh Vincenzo Alessandroni
1932 Summer;Fencing Men's Foil, Team;Bronze;George Charles Calnan
1932 Summer;Fencing Men's Foil, Team;Bronze;Dernell E. Every
1932 Summer;Fencing Men's Foil, Team;Bronze;"Joseph Louis ""Joe"" Levis"
1932 Summer;Fencing Men's Foil, Team;Bronze;Frank Stahl Righeimer, Jr.
1932 Summer;Fencing Men's Foil, Team;Bronze;Richard Clarke Steere
1932 Summer;Fencing Men's Foil, Team;Silver;Giulio Gaudini
1932 Summer;Fencing Men's Foil, Team;Silver;Gioacchino Guaragna
1932 Summer;Fencing Men's Foil, Team;Silver;Gustavo Marzi
1932 Summer;Fencing Men's Foil, Team;Silver;Giorgio Pessina
1932 Summer;Fencing Men's Foil, Team;Silver;Ugo Pignotti
1932 Summer;Fencing Men's Foil, Team;Silver;Rodolfo Terlizzi
1932 Summer;Fencing Men's Foil, Team;Gold;Ren Henri Georges Bondoux
1932 Summer;Fencing Men's Foil, Team;Gold;Ren Bougnol
1932 Summer;Fencing Men's Foil, Team;Gold;Philippe Louis Eugne Cattiau
1932 Summer;Fencing Men's Foil, Team;Gold;Edward Gardre
1932 Summer;Fencing Men's Foil, Team;Gold;Ren Alphonse Lemoine
1932 Summer;Fencing Men's Foil, Team;Gold;Jean Piot
1932 Summer;Fencing Men's Sabre, Individual;Bronze;Endre Kabos
1932 Summer;Fencing Men's Sabre, Individual;Silver;Giulio Gaudini
1932 Summer;Fencing Men's Sabre, Individual;Gold;Gyrgy Piller (Jekelfalussy-)
1932 Summer;Fencing Men's Sabre, Team;Bronze;Wadysaw Dobrowolski
1932 Summer;Fencing Men's Sabre, Team;Bronze;Tadeusz Friedrich
1932 Summer;Fencing Men's Sabre, Team;Bronze;Leszek Wadysaw Lubicz-Nycz
1932 Summer;Fencing Men's Sabre, Team;Bronze;Adam Stanisaw Pape
1932 Summer;Fencing Men's Sabre, Team;Bronze;Wadysaw Hipolit Segda
1932 Summer;Fencing Men's Sabre, Team;Bronze;Marian Franciszek Suski
1932 Summer;Fencing Men's Sabre, Team;Silver;Renato Anselmi
1932 Summer;Fencing Men's Sabre, Team;Silver;Arturo De Vecchi
1932 Summer;Fencing Men's Sabre, Team;Silver;Giulio Gaudini
1932 Summer;Fencing Men's Sabre, Team;Silver;Gustavo Marzi
1932 Summer;Fencing Men's Sabre, Team;Silver;Ugo Pignotti
1932 Summer;Fencing Men's Sabre, Team;Silver;Emilio Salafia
1932 Summer;Fencing Men's Sabre, Team;Gold;Aladr Gerevich (-Gerei)
1932 Summer;Fencing Men's Sabre, Team;Gold;Gyula Glykais
1932 Summer;Fencing Men's Sabre, Team;Gold;Endre Kabos
1932 Summer;Fencing Men's Sabre, Team;Gold;Ern Nagy
1932 Summer;Fencing Men's Sabre, Team;Gold;Attila Petschauer
1932 Summer;Fencing Men's Sabre, Team;Gold;Gyrgy Piller (Jekelfalussy-)
1932 Summer;Fencing Women's Foil, Individual;Bronze;Erna Bogen-Bogti (-Gerevich)
1932 Summer;Fencing Women's Foil, Individual;Silver;"Heather Seymour ""Judy"" Guinness Penn-Hughes (-Henning)"
1932 Summer;Fencing Women's Foil, Individual;Gold;Ellen S. Mller-Preis
1932 Summer;Gymnastics Men's Club Swinging;Bronze;"William Harmon ""Bill"" Kuhlemeier"
1932 Summer;Gymnastics Men's Club Swinging;Silver;"Philip Richard ""Phil"" Erenberg"
1932 Summer;Gymnastics Men's Club Swinging;Gold;George Helm Roth
1932 Summer;Gymnastics Men's Floor Exercise;Bronze;Mario Lertora
1932 Summer;Gymnastics Men's Floor Exercise;Silver;"Georg ""Georges"" Miez"
1932 Summer;Gymnastics Men's Floor Exercise;Gold;Istvn Pelle
1932 Summer;Gymnastics Men's Horizontal Bar;Bronze;Einari Allan Tersvirta
1932 Summer;Gymnastics Men's Horizontal Bar;Silver;Heikki Ilmari Savolainen
1932 Summer;Gymnastics Men's Horizontal Bar;Gold;Dallas Denver Bixler
1932 Summer;Gymnastics Men's Horse Vault;Bronze;"Daniel Edwin ""Ed"" Carmichael"
1932 Summer;Gymnastics Men's Horse Vault;Silver;"Alfred August ""Al"" Jochim"
1932 Summer;Gymnastics Men's Horse Vault;Gold;Savino Guglielmetti
1932 Summer;Gymnastics Men's Individual All-Around;Bronze;Heikki Ilmari Savolainen
1932 Summer;Gymnastics Men's Individual All-Around;Silver;Istvn Pelle
1932 Summer;Gymnastics Men's Individual All-Around;Gold;Romeo Neri
1932 Summer;Gymnastics Men's Parallel Bars;Bronze;Heikki Ilmari Savolainen
1932 Summer;Gymnastics Men's Parallel Bars;Silver;Istvn Pelle
1932 Summer;Gymnastics Men's Parallel Bars;Gold;Romeo Neri
1932 Summer;Gymnastics Men's Pommelled Horse;Bronze;Frank Otto Haubold
1932 Summer;Gymnastics Men's Pommelled Horse;Silver;Omero Bonoli
1932 Summer;Gymnastics Men's Pommelled Horse;Gold;Istvn Pelle
1932 Summer;Gymnastics Men's Rings;Bronze;Giovanni Lattuada
1932 Summer;Gymnastics Men's Rings;Silver;"William Thomas ""Tom"" Denton"
1932 Summer;Gymnastics Men's Rings;Gold;George Julius Gulack
1932 Summer;Gymnastics Men's Rope Climbing;Bronze;"Thomas Francis ""Tom"" Connolly, Jr."
1932 Summer;Gymnastics Men's Rope Climbing;Silver;"William Jackson ""Jack"" Galbraith"
1932 Summer;Gymnastics Men's Rope Climbing;Gold;"Raymond Henry ""Benny"" Bass"
1932 Summer;Gymnastics Men's Team All-Around;Bronze;Mauri Kalervo Nyberg-Noroma
1932 Summer;Gymnastics Men's Team All-Around;Bronze;Veikko Ilmari Pakarinen
1932 Summer;Gymnastics Men's Team All-Around;Bronze;Heikki Ilmari Savolainen
1932 Summer;Gymnastics Men's Team All-Around;Bronze;Einari Allan Tersvirta
1932 Summer;Gymnastics Men's Team All-Around;Bronze;Martti Uosikkinen
1932 Summer;Gymnastics Men's Team All-Around;Silver;Frank Joseph Cumiskey
1932 Summer;Gymnastics Men's Team All-Around;Silver;Frank Otto Haubold
1932 Summer;Gymnastics Men's Team All-Around;Silver;"Alfred August ""Al"" Jochim"
1932 Summer;Gymnastics Men's Team All-Around;Silver;"Frederick H. ""Fred"" Meyer"
1932 Summer;Gymnastics Men's Team All-Around;Silver;Michael Schuler
1932 Summer;Gymnastics Men's Team All-Around;Gold;Oreste Capuzzo
1932 Summer;Gymnastics Men's Team All-Around;Gold;Savino Guglielmetti
1932 Summer;Gymnastics Men's Team All-Around;Gold;Mario Lertora
1932 Summer;Gymnastics Men's Team All-Around;Gold;Romeo Neri
1932 Summer;Gymnastics Men's Team All-Around;Gold;Franco Tognini
1932 Summer;Gymnastics Men's Tumbling;Bronze;"William John ""Bill"" Hermann"
1932 Summer;Gymnastics Men's Tumbling;Silver;"Edwin T. ""Ed"" Gross"
1932 Summer;Gymnastics Men's Tumbling;Gold;Merrill Rowland Wolfe
1932 Summer;Hockey Men's Hockey;Bronze;"William Westcott ""Bill"" Boddington"
1932 Summer;Hockey Men's Hockey;Bronze;Harold Suydam Brewster
1932 Summer;Hockey Men's Hockey;Bronze;Roy Riddell Coffin
1932 Summer;Hockey Men's Hockey;Bronze;Amos Rogers Little Deacon
1932 Summer;Hockey Men's Hockey;Bronze;Horace Cumberland Disston
1932 Summer;Hockey Men's Hockey;Bronze;"Samuel Evans ""Sam"" Ewing, Jr."
1932 Summer;Hockey Men's Hockey;Bronze;"James Cuthbert ""Jimmy"" Gentle"
1932 Summer;Hockey Men's Hockey;Bronze;Henry Kirk Greer
1932 Summer;Hockey Men's Hockey;Bronze;John Hobart Warren Ingersoll, III
1932 Summer;Hockey Men's Hockey;Bronze;"Laurence A. ""Larry"" Knapp"
1932 Summer;Hockey Men's Hockey;Bronze;"David ""Dave"" McMullin, III"
1932 Summer;Hockey Men's Hockey;Bronze;Leonard Francis O'Brien
1932 Summer;Hockey Men's Hockey;Bronze;Charles Miller Sheaffer, Jr.
1932 Summer;Hockey Men's Hockey;Bronze;"Augustus Frederick ""Fred"" Wolters"
1932 Summer;Hockey Men's Hockey;Silver;Shunkichi Hamada
1932 Summer;Hockey Men's Hockey;Silver;Junzo Inohara
1932 Summer;Hockey Men's Hockey;Silver;Sadayoshi Kobayashi
1932 Summer;Hockey Men's Hockey;Silver;Haruhiko Kon
1932 Summer;Hockey Men's Hockey;Silver;Kenichi Konishi
1932 Summer;Hockey Men's Hockey;Silver;Hiroshi Nagata
1932 Summer;Hockey Men's Hockey;Silver;Eiichi Nakamura
1932 Summer;Hockey Men's Hockey;Silver;Yoshio Sakai
1932 Summer;Hockey Men's Hockey;Silver;Katsumi Shibata
1932 Summer;Hockey Men's Hockey;Silver;Akio Soda
1932 Summer;Hockey Men's Hockey;Silver;Toshio Usami
1932 Summer;Hockey Men's Hockey;Gold;Richard James Allen
1932 Summer;Hockey Men's Hockey;Gold;Sardar Mohammad Aslam
1932 Summer;Hockey Men's Hockey;Gold;Lal Shah S. Bokhari
1932 Summer;Hockey Men's Hockey;Gold;Frank Gerald Singlehurst Brewin
1932 Summer;Hockey Men's Hockey;Gold;"Richard John ""Dickie"" Carr"
1932 Summer;Hockey Men's Hockey;Gold;Dhyan Chand Bais
1932 Summer;Hockey Men's Hockey;Gold;Leslie Charles Hammond
1932 Summer;Hockey Men's Hockey;Gold;Arthur Charles Hind
1932 Summer;Hockey Men's Hockey;Gold;Sayed Muhammad Jaffar
1932 Summer;Hockey Men's Hockey;Gold;Masude Ali Khan Minhas
1932 Summer;Hockey Men's Hockey;Gold;Broome Eric Pinniger
1932 Summer;Hockey Men's Hockey;Gold;Gurmit Singh Kullar
1932 Summer;Hockey Men's Hockey;Gold;Roop Singh Bais
1932 Summer;Hockey Men's Hockey;Gold;"William Patrick ""Pat"" Sullivan"
1932 Summer;Hockey Men's Hockey;Gold;Carlyle Carrol Tapsell
1932 Summer;Modern Pentathlon Men's Individual;Bronze;Richard Walden Mayo
1932 Summer;Modern Pentathlon Men's Individual;Silver;Bo Sigfrid Gabriel Lindman
1932 Summer;Modern Pentathlon Men's Individual;Gold;Johan Gabriel Oxenstierna af Korsholm och Wasa
1932 Summer;Rowing Men's Coxed Eights;Bronze;"Donald Gordon ""Don"" Boal"
1932 Summer;Rowing Men's Coxed Eights;Bronze;Earl Hamilton Richard Eastwood
1932 Summer;Rowing Men's Coxed Eights;Bronze;Harry Brittain Fry
1932 Summer;Rowing Men's Coxed Eights;Bronze;"Joseph John ""Joe"" Harris"
1932 Summer;Rowing Men's Coxed Eights;Bronze;Cedric Haswell Liddell
1932 Summer;Rowing Men's Coxed Eights;Bronze;"George Leslie ""Les"" MacDonald"
1932 Summer;Rowing Men's Coxed Eights;Bronze;"Stanley Burton ""Stan"" Stanyar"
1932 Summer;Rowing Men's Coxed Eights;Bronze;"Albert ""Al"" Taylor"
1932 Summer;Rowing Men's Coxed Eights;Bronze;"William ""Bill"" Thoburn"
1932 Summer;Rowing Men's Coxed Eights;Silver;Mario Balleri
1932 Summer;Rowing Men's Coxed Eights;Silver;Renato Barbieri
1932 Summer;Rowing Men's Coxed Eights;Silver;Dino Barsotti
1932 Summer;Rowing Men's Coxed Eights;Silver;Renato Bracci
1932 Summer;Rowing Men's Coxed Eights;Silver;Vittorio Cioni
1932 Summer;Rowing Men's Coxed Eights;Silver;Guglielmo Del Bimbo
1932 Summer;Rowing Men's Coxed Eights;Silver;Enrico Garzelli
1932 Summer;Rowing Men's Coxed Eights;Silver;Cesare Milani
1932 Summer;Rowing Men's Coxed Eights;Silver;Roberto Vestrini
1932 Summer;Rowing Men's Coxed Eights;Gold;"James Howard ""Jim"" Blair"
1932 Summer;Rowing Men's Coxed Eights;Gold;Charles Chandler
1932 Summer;Rowing Men's Coxed Eights;Gold;"David Coombs ""Dave"" Dunlap"
1932 Summer;Rowing Men's Coxed Eights;Gold;"Norris James ""Norey"" Graham"
1932 Summer;Rowing Men's Coxed Eights;Gold;Duncan Smith Gregg
1932 Summer;Rowing Men's Coxed Eights;Gold;Winslow William Hall
1932 Summer;Rowing Men's Coxed Eights;Gold;"Burton Albert ""Burt"" Jastram"
